ID,METHOD_SIG,RATING,SOURCE,CONFIDENCE,LAST_UPDATED
11306,"int android.provider.ContactsContract$CommonDataKinds$Im.getProtocolLabelResource (int)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:53"
11307,"void android.provider.ContactsContract$CommonDataKinds$Organization.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11308,"int android.provider.ContactsContract$CommonDataKinds$Organization.getTypeLabelResource (int)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:53"
11309,"void android.provider.ContactsContract$CommonDataKinds$Relation.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11310,"int android.provider.ContactsContract$CommonDataKinds$Relation.getTypeLabelResource (int)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:53"
11311,"void android.provider.ContactsContract$CommonDataKinds$Event.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11312,"void android.provider.ContactsContract$CommonDataKinds$Photo.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11313,"void android.provider.ContactsContract$CommonDataKinds$Note.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11314,"void android.provider.ContactsContract$CommonDataKinds$GroupMembership.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11315,"void android.provider.ContactsContract$CommonDataKinds$Website.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11316,"void android.provider.ContactsContract$CommonDataKinds$SipAddress.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11317,"int android.provider.ContactsContract$CommonDataKinds$SipAddress.getTypeLabelResource (int)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:53"
11318,"void android.provider.ContactsContract$CommonDataKinds$Identity.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11319,"void android.provider.ContactsContract$Groups.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11320,"Entity android.provider.ContactsContract$Groups$EntityIteratorImpl.getEntityAndIncrementCursor (Cursor)","@DSModeled(DSC.SPEC)","MODELER",1.0,"2013-09-18 14:08:53"
11321,"void android.provider.ContactsContract$AggregationExceptions.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11322,"void android.provider.ContactsContract$Settings.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11323,"void android.provider.ContactsContract$ProviderStatus.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11324,"void android.provider.ContactsContract$QuickContact.showQuickContact (Context, View, Uri, int, String[])","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-09-18 14:08:53"
11325,"void android.provider.ContactsContract$QuickContact.showQuickContact (Context, Rect, Uri, int, String[])","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-09-18 14:08:53"
11326,"void android.provider.ContactsContract$DisplayPhoto.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:53"
11328,"void java.util.AbstractMap.<init> ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9030678407,"2013-09-18 14:08:53"
11329,"void java.util.AbstractMap.clear ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:08:54"
11330,"boolean java.util.AbstractMap.containsKey (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246146,"2013-09-18 14:08:54"
11331,"boolean java.util.AbstractMap.containsValue (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245712,"2013-09-18 14:08:54"
11332,"boolean java.util.AbstractMap.equals (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033240878,"2013-09-18 14:08:54"
11333,"Object java.util.AbstractMap.get (Object)","@DSModeled(DSC.SAFE)","MODELER",0.991,"2013-09-18 14:08:54"
11334,"int java.util.AbstractMap.hashCode ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246152,"2013-09-18 14:08:54"
11335,"boolean java.util.AbstractMap.isEmpty ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:54"
11336,"int java.util.AbstractMap$1.size ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:08:54"
11337,"boolean java.util.AbstractMap$1$1.hasNext ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-18 14:08:54"
11338,"Object java.util.AbstractMap$1$1.next ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-18 14:08:54"
11339,"Set java.util.AbstractMap.keySet ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:54"
11340,"Object java.util.AbstractMap.put (Object, Object)","@DSModeled(DSC.SAFE)","MODELER",0.991,"2013-09-18 14:08:54"
11341,"void java.util.AbstractMap.putAll (Map)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033027469,"2013-09-18 14:08:54"
11342,"Object java.util.AbstractMap.remove (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9011352693,"2013-09-18 14:08:54"
11343,"int java.util.AbstractMap.size ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033243643,"2013-09-18 14:08:54"
11344,"String java.util.AbstractMap.toString ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:54"
11345,"int java.util.AbstractMap$2.size ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:08:54"
11346,"boolean java.util.AbstractMap$2$1.hasNext ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-18 14:08:54"
11347,"Object java.util.AbstractMap$2$1.next ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-18 14:08:54"
11348,"Collection java.util.AbstractMap.values ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033242205,"2013-09-18 14:08:54"
11349,"Object java.util.AbstractMap.clone ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:08:54"
11350,"void java.util.AbstractMap$SimpleImmutableEntry.<init> (Object, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9031809244,"2013-09-18 14:08:54"
11351,"void java.util.AbstractMap$SimpleImmutableEntry.<init> (Entry)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:08:54"
11352,"Object java.util.AbstractMap$SimpleImmutableEntry.getKey ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:54"
11353,"Object java.util.AbstractMap$SimpleImmutableEntry.getValue ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:54"
11354,"Object java.util.AbstractMap$SimpleImmutableEntry.setValue (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033241878,"2013-09-18 14:08:54"
11355,"boolean java.util.AbstractMap$SimpleImmutableEntry.equals (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245601,"2013-09-18 14:08:54"
11356,"int java.util.AbstractMap$SimpleImmutableEntry.hashCode ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245718,"2013-09-18 14:08:54"
11357,"String java.util.AbstractMap$SimpleImmutableEntry.toString ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:54"
11358,"void java.util.AbstractMap$SimpleEntry.<init> (Object, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9007575079,"2013-09-18 14:08:54"
11359,"void java.util.AbstractMap$SimpleEntry.<init> (Entry)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:54"
11360,"Object java.util.AbstractMap$SimpleEntry.getKey ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:54"
11361,"Object java.util.AbstractMap$SimpleEntry.getValue ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:54"
11362,"Object java.util.AbstractMap$SimpleEntry.setValue (Object)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:08:54"
11363,"boolean java.util.AbstractMap$SimpleEntry.equals (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:54"
11364,"int java.util.AbstractMap$SimpleEntry.hashCode ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:54"
11365,"String java.util.AbstractMap$SimpleEntry.toString ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:54"
11366,"void java.util.Collections.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:08:58"
11367,"boolean java.util.Collections$1.hasMoreElements ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-18 14:08:58"
11368,"Object java.util.Collections$1.nextElement ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-18 14:08:58"
11369,"Enumeration java.util.Collections.enumeration (Collection)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033057383,"2013-09-18 14:08:58"
11370,"void java.util.Collections.fill (List, Object)","@DSModeled(DSC.SAFE)","MODELER",0.991,"2013-09-18 14:08:58"
11371,"Object java.util.Collections.max (Collection)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033042192,"2013-09-18 14:08:58"
11372,"Object java.util.Collections.min (Collection)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246177,"2013-09-18 14:08:59"
11373,"List java.util.Collections.nCopies (int, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032726297,"2013-09-18 14:08:59"
11374,"void java.util.Collections.reverse (List)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033229227,"2013-09-18 14:08:59"
11375,"Comparator java.util.Collections.reverseOrder ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.903324453,"2013-09-18 14:08:59"
11376,"Comparator java.util.Collections.reverseOrder (Comparator)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033215744,"2013-09-18 14:08:59"
11377,"void java.util.Collections.shuffle (List)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:59"
11378,"void java.util.Collections.shuffle (List, Random)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033153545,"2013-09-18 14:08:59"
11379,"Set java.util.Collections.singleton (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033154864,"2013-09-18 14:08:59"
11380,"List java.util.Collections.singletonList (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:59"
11381,"Map java.util.Collections.singletonMap (Object, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9028193774,"2013-09-18 14:08:59"
11382,"void java.util.Collections.sort (List)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:08:59"
11383,"void java.util.Collections.swap (List, int, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246171,"2013-09-18 14:08:59"
11384,"boolean java.util.Collections.replaceAll (List, Object, Object)","@DSModeled(DSC.SAFE)","MODELER",0.991,"2013-09-18 14:08:59"
11385,"void java.util.Collections.rotate (List, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9028177417,"2013-09-18 14:08:59"
11386,"ArrayList java.util.Collections.list (Enumeration)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032957812,"2013-09-18 14:08:59"
11387,"Collection java.util.Collections.synchronizedCollection (Collection)","@DSModeled(DSC.SAFE)","PSYCHIC",0.903274709,"2013-09-18 14:08:59"
11388,"List java.util.Collections.synchronizedList (List)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033244594,"2013-09-18 14:08:59"
11389,"Map java.util.Collections.synchronizedMap (Map)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245698,"2013-09-18 14:08:59"
11390,"Set java.util.Collections.synchronizedSet (Set)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033235202,"2013-09-18 14:08:59"
11391,"SortedMap java.util.Collections.synchronizedSortedMap (SortedMap)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9028193774,"2013-09-18 14:08:59"
11392,"SortedSet java.util.Collections.synchronizedSortedSet (SortedSet)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9018357907,"2013-09-18 14:08:59"
11393,"Collection java.util.Collections.unmodifiableCollection (Collection)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033243359,"2013-09-18 14:08:59"
11394,"List java.util.Collections.unmodifiableList (List)","@DSModeled(DSC.SAFE)","PSYCHIC",0.903324195,"2013-09-18 14:08:59"
11395,"Map java.util.Collections.unmodifiableMap (Map)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033234394,"2013-09-18 14:08:59"
11396,"Set java.util.Collections.unmodifiableSet (Set)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033229338,"2013-09-18 14:09:00"
11397,"SortedMap java.util.Collections.unmodifiableSortedMap (SortedMap)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033234394,"2013-09-18 14:09:00"
11398,"SortedSet java.util.Collections.unmodifiableSortedSet (SortedSet)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033229338,"2013-09-18 14:09:00"
11399,"int java.util.Collections.frequency (Collection, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:09:00"
11400,"List java.util.Collections.emptyList ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:00"
11401,"Set java.util.Collections.emptySet ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:00"
11402,"Map java.util.Collections.emptyMap ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:00"
11403,"Enumeration java.util.Collections.emptyEnumeration ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:00"
11404,"Iterator java.util.Collections.emptyIterator ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:00"
11405,"ListIterator java.util.Collections.emptyListIterator ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:00"
11406,"Object java.util.Collections.checkType (Object, Class)","@DSModeled(DSC.SAFE)","MODELER",0.991,"2013-09-18 14:09:00"
11407,"Set java.util.Collections.newSetFromMap (Map)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9018357907,"2013-09-18 14:09:00"
11408,"Queue java.util.Collections.asLifoQueue (Deque)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:00"
11409,"void java.util.Collections$CopiesList.<init> (int, Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:00"
11410,"boolean java.util.Collections$CopiesList.contains (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246076,"2013-09-18 14:09:00"
11411,"int java.util.Collections$CopiesList.size ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:00"
11412,"Object java.util.Collections$CopiesList.get (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:00"
11413,"void java.util.Collections$EmptyList.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:00"
11414,"boolean java.util.Collections$EmptyList.contains (Object)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:00"
11415,"int java.util.Collections$EmptyList.size ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:00"
11416,"Object java.util.Collections$EmptyList.get (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9009321498,"2013-09-18 14:09:00"
11417,"Object java.util.Collections$EmptyList.readResolve ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:00"
11418,"void java.util.Collections$EmptySet.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:01"
11419,"boolean java.util.Collections$EmptySet.contains (Object)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:01"
11420,"int java.util.Collections$EmptySet.size ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:01"
11421,"Iterator java.util.Collections$EmptySet.iterator ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033228095,"2013-09-18 14:09:01"
11422,"Object java.util.Collections$EmptySet.readResolve ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:01"
11423,"void java.util.Collections$EmptyMap.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:01"
11424,"boolean java.util.Collections$EmptyMap.containsKey (Object)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:01"
11425,"boolean java.util.Collections$EmptyMap.containsValue (Object)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:01"
11426,"Set java.util.Collections$EmptyMap.entrySet ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:01"
11427,"Object java.util.Collections$EmptyMap.get (Object)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:01"
11428,"Set java.util.Collections$EmptyMap.keySet ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:01"
11429,"Collection java.util.Collections$EmptyMap.values ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:01"
11430,"Object java.util.Collections$EmptyMap.readResolve ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:01"
11431,"void java.util.Collections$ReverseComparator.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:02"
11432,"int java.util.Collections$ReverseComparator.compare (Object, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246165,"2013-09-18 14:09:02"
11433,"Object java.util.Collections$ReverseComparator.readResolve ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:02"
11434,"void java.util.Collections$ReverseComparator2.<init> (Comparator)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:02"
11435,"int java.util.Collections$ReverseComparator2.compare (Object, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033208376,"2013-09-18 14:09:02"
11436,"boolean java.util.Collections$ReverseComparator2.equals (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246177,"2013-09-18 14:09:02"
11437,"int java.util.Collections$ReverseComparator2.hashCode ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9018188899,"2013-09-18 14:09:02"
11438,"void java.util.Collections$SingletonSet.<init> (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:02"
11439,"boolean java.util.Collections$SingletonSet.contains (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9061164917,"2013-09-18 14:09:02"
11440,"int java.util.Collections$SingletonSet.size ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:02"
11441,"boolean java.util.Collections$SingletonSet$1.hasNext ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:02"
11442,"Object java.util.Collections$SingletonSet$1.next ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-18 14:09:02"
11443,"Iterator java.util.Collections$SingletonSet.iterator ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033237937,"2013-09-18 14:09:02"
11444,"void java.util.Collections$SingletonList.<init> (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033242404,"2013-09-18 14:09:02"
11445,"boolean java.util.Collections$SingletonList.contains (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:02"
11446,"Object java.util.Collections$SingletonList.get (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9001173504,"2013-09-18 14:09:02"
11447,"int java.util.Collections$SingletonList.size ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:02"
11448,"void java.util.Collections$SingletonMap.<init> (Object, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033242404,"2013-09-18 14:09:02"
11449,"boolean java.util.Collections$SingletonMap.containsKey (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246177,"2013-09-18 14:09:02"
11450,"boolean java.util.Collections$SingletonMap.containsValue (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245933,"2013-09-18 14:09:02"
11451,"Object java.util.Collections$SingletonMap.get (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:02"
11452,"int java.util.Collections$SingletonMap.size ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:03"
11453,"int java.util.Collections$SingletonMap$1.size ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:03"
11454,"boolean java.util.Collections$SingletonMap$1$1.hasNext ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-18 14:09:03"
11455,"Entry java.util.Collections$SingletonMap$1$1.next ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-18 14:09:03"
11456,"void java.util.Collections$SynchronizedCollection.<init> (Collection)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11457,"void java.util.Collections$SynchronizedCollection.<init> (Collection, Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11458,"boolean java.util.Collections$SynchronizedCollection.add (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9061164917,"2013-09-18 14:09:04"
11459,"boolean java.util.Collections$SynchronizedCollection.addAll (Collection)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11460,"void java.util.Collections$SynchronizedCollection.clear ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11461,"boolean java.util.Collections$SynchronizedCollection.contains (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11462,"boolean java.util.Collections$SynchronizedCollection.containsAll (Collection)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033244614,"2013-09-18 14:09:04"
11463,"boolean java.util.Collections$SynchronizedCollection.isEmpty ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11464,"Iterator java.util.Collections$SynchronizedCollection.iterator ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033228979,"2013-09-18 14:09:04"
11465,"boolean java.util.Collections$SynchronizedCollection.remove (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245881,"2013-09-18 14:09:04"
11466,"boolean java.util.Collections$SynchronizedCollection.removeAll (Collection)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033240005,"2013-09-18 14:09:04"
11467,"boolean java.util.Collections$SynchronizedCollection.retainAll (Collection)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11468,"int java.util.Collections$SynchronizedCollection.size ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9034464966,"2013-09-18 14:09:04"
11469,"Object[] java.util.Collections$SynchronizedCollection.toArray ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11470,"String java.util.Collections$SynchronizedCollection.toString ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-18 14:09:04"
11471,"Object[] java.util.Collections$SynchronizedCollection.toArray (Object[])","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11472,"void java.util.Collections$SynchronizedCollection.writeObject (ObjectOutputStream)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:04"
11473,"void java.util.Collections$SynchronizedRandomAccessList.<init> (List)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032120219,"2013-09-18 14:09:04"
11474,"void java.util.Collections$SynchronizedRandomAccessList.<init> (List, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032120219,"2013-09-18 14:09:04"
11475,"List java.util.Collections$SynchronizedRandomAccessList.subList (int, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033223771,"2013-09-18 14:09:04"
11476,"Object java.util.Collections$SynchronizedRandomAccessList.writeReplace ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:04"
11477,"void java.util.Collections$SynchronizedList.<init> (List)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033071039,"2013-09-18 14:09:04"
11478,"void java.util.Collections$SynchronizedList.<init> (List, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033071039,"2013-09-18 14:09:04"
11479,"void java.util.Collections$SynchronizedList.add (int, Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033071039,"2013-09-18 14:09:04"
11480,"boolean java.util.Collections$SynchronizedList.addAll (int, Collection)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11481,"boolean java.util.Collections$SynchronizedList.equals (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11482,"Object java.util.Collections$SynchronizedList.get (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:04"
11483,"int java.util.Collections$SynchronizedList.hashCode ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245888,"2013-09-18 14:09:05"
11484,"int java.util.Collections$SynchronizedList.indexOf (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.903324614,"2013-09-18 14:09:05"
11485,"int java.util.Collections$SynchronizedList.lastIndexOf (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246169,"2013-09-18 14:09:05"
11486,"ListIterator java.util.Collections$SynchronizedList.listIterator ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033244865,"2013-09-18 14:09:05"
11487,"ListIterator java.util.Collections$SynchronizedList.listIterator (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033066842,"2013-09-18 14:09:05"
11488,"Object java.util.Collections$SynchronizedList.remove (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9001173504,"2013-09-18 14:09:05"
11489,"Object java.util.Collections$SynchronizedList.set (int, Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:05"
11490,"List java.util.Collections$SynchronizedList.subList (int, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245962,"2013-09-18 14:09:05"
11491,"void java.util.Collections$SynchronizedList.writeObject (ObjectOutputStream)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:05"
11492,"Object java.util.Collections$SynchronizedList.readResolve ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-18 14:09:05"
11493,"void java.util.Collections$SynchronizedMap.<init> (Map)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:05"
11494,"void java.util.Collections$SynchronizedMap.<init> (Map, Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:05"
11495,"void java.util.Collections$SynchronizedMap.clear ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-18 14:09:05"
11496,"boolean java.util.Collections$SynchronizedMap.containsKey (Object)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245862,"2013-09-18 14:09:05"
